1,22
2,170
3,385
4,403
5,431
6,398
7,368
8,304
9,275
10,217
11,182
12,187
13,161
14,157
15,126
16,112
17,107
18,101
19,93
20,95
21,67
22,67
23,71
24,63
25,61
26,39
27,49
28,42
29,34
30,29
31,27
32,15
33,21
34,18
35,11
36,9
37,6
38,14
39,3
40,6
41,13
42,1
43,7
44,6
45,7
46,3
47,2
48,4
50,2
51,1
53,2
58,1
60,1
63,2
67,1
71,1
